#locus_id	contig	start	stop	annotation
cds1457	gi|16763390|ref|NC_003197.1|	1572274	1572888	ID=cds1457;Name=NP_460455.1;Parent=gene1508;Note=binds to the twin-arginine signal peptides of certain proteins%2C including dimethylsulfoxide reductase and trimethylamine N-oxide reductase that are translocated to the cytoplasmic membrane;Dbxref=Genbank:NP_460455.1,GeneID:1253013;gbkey=CDS;gene=ynfI;product=Tat proofreading chaperone DmsD;protein_id=NP_460455.1;transl_table=11;strand=-
cds1458	gi|16763390|ref|NC_003197.1|	1572931	1573788	ID=cds1458;Name=NP_460456.1;Parent=gene1509;Dbxref=Genbank:NP_460456.1,GeneID:1253014;gbkey=CDS;product=dimethylsulfoxide reductase subunit C;protein_id=NP_460456.1;transl_table=11;strand=-
cds1459	gi|16763390|ref|NC_003197.1|	1573790	1574407	ID=cds1459;Name=NP_460457.1;Parent=gene1510;Dbxref=Genbank:NP_460457.1,GeneID:1253015;gbkey=CDS;product=dimethyl sulfoxide reductase subunit B;protein_id=NP_460457.1;transl_table=11;strand=-
cds1460	gi|16763390|ref|NC_003197.1|	1574418	1576853	ID=cds1460;Name=NP_460458.1;Parent=gene1511;Dbxref=Genbank:NP_460458.1,GeneID:1253016;gbkey=CDS;product=dimethyl sulfoxide reductase subunit A;protein_id=NP_460458.1;transl_table=11;strand=-
cds1461	gi|16763390|ref|NC_003197.1|	1576952	1579393	ID=cds1461;Name=NP_460459.1;Parent=gene1512;Dbxref=Genbank:NP_460459.1,GeneID:1253017;gbkey=CDS;product=dimethyl sulfoxide reductase subunit A;protein_id=NP_460459.1;transl_table=11;strand=-
cds1462	gi|16763390|ref|NC_003197.1|	1579547	1579855	ID=cds1462;Name=NP_460460.1;Parent=gene1513;Dbxref=Genbank:NP_460460.1,GeneID:1253018;gbkey=CDS;gene=ynfD;product=outer membrane protein;protein_id=NP_460460.1;transl_table=11;strand=-
cds1463	gi|16763390|ref|NC_003197.1|	1579959	1580669	ID=cds1463;Name=NP_460461.2;Parent=gene1514;Dbxref=Genbank:NP_460461.2,GeneID:1253019;gbkey=CDS;gene=ynfC;product=lipoprotein;protein_id=NP_460461.2;transl_table=11;strand=+
cds1464	gi|16763390|ref|NC_003197.1|	1580710	1581270	ID=cds1464;Name=NP_460462.1;Parent=gene1515;Dbxref=Genbank:NP_460462.1,GeneID:1253020;gbkey=CDS;gene=speG;product=spermidine N1-acetyltransferase;protein_id=NP_460462.1;transl_table=11;strand=-
cds1465	gi|16763390|ref|NC_003197.1|	1581306	1581647	ID=cds1465;Name=NP_460463.1;Parent=gene1516;Dbxref=Genbank:NP_460463.1,GeneID:1253021;gbkey=CDS;product=hypothetical protein;protein_id=NP_460463.1;transl_table=11;strand=-
cds1466	gi|16763390|ref|NC_003197.1|	1581800	1582126	ID=cds1466;Name=NP_460464.1;Parent=gene1517;Dbxref=Genbank:NP_460464.1,GeneID:1253022;gbkey=CDS;gene=ynfA;product=membrane protein;protein_id=NP_460464.1;transl_table=11;strand=+
cds1467	gi|16763390|ref|NC_003197.1|	1582248	1583462	ID=cds1467;Name=NP_460465.1;Parent=gene1518;Note=tarvation sensing protein RpsA;Dbxref=Genbank:NP_460465.1,GeneID:1253023;gbkey=CDS;gene=rspA;product=bifunctional D-altronate%2FD-mannonate dehydratase;protein_id=NP_460465.1;transl_table=11;strand=+
cds1468	gi|16763390|ref|NC_003197.1|	1583473	1584492	ID=cds1468;Name=NP_460466.1;Parent=gene1519;Dbxref=Genbank:NP_460466.1,GeneID:1253024;gbkey=CDS;gene=rspB;product=dehydrogenase;protein_id=NP_460466.1;transl_table=11;strand=+
cds1469	gi|16763390|ref|NC_003197.1|	1586069	1587535	ID=cds1469;Name=NP_460468.1;Parent=gene1520;Dbxref=Genbank:NP_460468.1,GeneID:1253026;gbkey=CDS;gene=ydfI;product=mannitol dehydrogenase;protein_id=NP_460468.1;transl_table=11;strand=+
cds1470	gi|16763390|ref|NC_003197.1|	1587602	1587805	ID=cds1470;Name=NP_460469.1;Parent=gene1521;Dbxref=Genbank:NP_460469.1,GeneID:1253027;gbkey=CDS;gene=ydfZ;product=cytoplasmic protein;protein_id=NP_460469.1;transl_table=11;strand=-
cds1471	gi|16763390|ref|NC_003197.1|	1587986	1588672	ID=cds1471;Name=NP_460470.1;Parent=gene1522;Note=GntR family;Dbxref=Genbank:NP_460470.1,GeneID:1253028;gbkey=CDS;gene=ydfH;product=GntR family regulatory protein;protein_id=NP_460470.1;transl_table=11;strand=-
cds1472	gi|16763390|ref|NC_003197.1|	1588802	1589548	ID=cds1472;Name=NP_460471.1;Parent=gene1523;Note=NADP%28%2B%29-dependent%3B catalyzes the formation of 2-aminomalonate-semialdehyde from L-serine%3B can also use 3-hydroxybutyrate%2C 3-hydroxy-isobutyrate%2C D-threonine%2C L-allo-threonine%2CD-serine;Dbxref=Genbank:NP_460471.1,GeneID:1253029;gbkey=CDS;gene=ydfG;product=L-serine%2FL-allo-threonine dehydrogenase;protein_id=NP_460471.1;transl_table=11;strand=-
cds1473	gi|16763390|ref|NC_003197.1|	1589687	1591729	ID=cds1473;Name=NP_460472.1;Parent=gene1524;Note=peptidyl-dipeptidase DCP %28SW:DCP_SALTY%29;Dbxref=Genbank:NP_460472.1,GeneID:1253030;gbkey=CDS;gene=dcp;product=peptidyl-dipeptidase;protein_id=NP_460472.1;transl_table=11;strand=+
cds1474	gi|16763390|ref|NC_003197.1|	1592074	1592256	ID=cds1474;Name=NP_460473.1;Parent=gene1525;Dbxref=Genbank:NP_460473.1,GeneID:1253031;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460473.1;transl_table=11;strand=+
cds1475	gi|16763390|ref|NC_003197.1|	1592376	1592903	ID=cds1475;Name=NP_460474.1;Parent=gene1526;Dbxref=Genbank:NP_460474.1,GeneID:1253032;gbkey=CDS;gene=ydeJ;product=competence damage-inducible protein A;protein_id=NP_460474.1;transl_table=11;strand=-
cds1476	gi|16763390|ref|NC_003197.1|	1593330	1593722	ID=cds1476;Name=NP_460475.1;Parent=gene1527;Dbxref=Genbank:NP_460475.1,GeneID:1253033;gbkey=CDS;gene=ydeI;product=periplasmic protein;protein_id=NP_460475.1;transl_table=11;strand=+
cds1477	gi|16763390|ref|NC_003197.1|	1594414	1595601	ID=cds1477;Name=NP_460476.1;Parent=gene1528;Note=YdeF%3B uncharacterized member of the major facilitator superfamily %28MFS%29 of transporters;Dbxref=Genbank:NP_460476.1,GeneID:1253034;gbkey=CDS;gene=ydeE;product=MFS family transport protein;protein_id=NP_460476.1;transl_table=11;strand=-
cds1478	gi|16763390|ref|NC_003197.1|	1595829	1596731	ID=cds1478;Name=NP_460477.1;Parent=gene1529;Dbxref=Genbank:NP_460477.1,GeneID:1253035;gbkey=CDS;gene=ydeD;product=amino-acid metabolite efflux pump;protein_id=NP_460477.1;transl_table=11;strand=+
cds1479	gi|16763390|ref|NC_003197.1|	1596850	1597065	ID=cds1479;Name=NP_460478.1;Parent=gene1530;Dbxref=Genbank:NP_460478.1,GeneID:1253036;gbkey=CDS;gene=marB;product=multiple antibiotic resistance protein MarB;protein_id=NP_460478.1;transl_table=11;strand=-
cds1480	gi|16763390|ref|NC_003197.1|	1597094	1597477	ID=cds1480;Name=NP_460479.3;Parent=gene1531;Note=transcriptional activator of genes involved in the multiple antibiotic resistance %28Mar%29 phenotype%3B also activates sodA%2C zwf and micF;Dbxref=Genbank:NP_460479.3,GeneID:1253037;gbkey=CDS;gene=marA;product=DNA-binding transcriptional activator MarA;protein_id=NP_460479.3;transl_table=11;strand=-
cds1481	gi|16763390|ref|NC_003197.1|	1597497	1597931	ID=cds1481;Name=NP_460480.1;Parent=gene1532;Note=Repressor of the marRAB operon which is involved in the activation of both antibiotic resistance and oxidative stress genes;Dbxref=Genbank:NP_460480.1,GeneID:1253038;gbkey=CDS;gene=marR;product=DNA-binding transcriptional repressor MarR;protein_id=NP_460480.1;transl_table=11;strand=-
cds1482	gi|16763390|ref|NC_003197.1|	1598190	1598855	ID=cds1482;Name=NP_460481.1;Parent=gene1533;Note=in E.coli K-12 this protein is not involved in antibiotic resistance;Dbxref=Genbank:NP_460481.1,GeneID:1253039;gbkey=CDS;gene=marC;product=inner membrane protein MarC;protein_id=NP_460481.1;transl_table=11;strand=+
cds1483	gi|16763390|ref|NC_003197.1|	1598902	1600092	ID=cds1483;Name=NP_460482.1;Parent=gene1534;Dbxref=Genbank:NP_460482.1,GeneID:1253040;gbkey=CDS;gene=ydeA;product=sugar efflux transporter;protein_id=NP_460482.1;transl_table=11;strand=-
cds1484	gi|16763390|ref|NC_003197.1|	1600208	1601080	ID=cds1484;Name=NP_460483.1;Parent=gene1535;Dbxref=Genbank:NP_460483.1,GeneID:1253041;gbkey=CDS;gene=yneJ;product=LysR family transcriptional regulator;protein_id=NP_460483.1;transl_table=11;strand=-
cds1485	gi|16763390|ref|NC_003197.1|	1601183	1602571	ID=cds1485;Name=NP_460484.1;Parent=gene1536;Note=in Escherichia coli this enzyme appears to be an NAD%2B%2FNADP%2B-dependent succinate semialdehyde dehydrogenase;Dbxref=Genbank:NP_460484.1,GeneID:1253042;gbkey=CDS;gene=yneI;product=succinate semialdehyde dehydrogenase;protein_id=NP_460484.1;transl_table=11;strand=+
cds1486	gi|16763390|ref|NC_003197.1|	1602644	1603570	ID=cds1486;Name=NP_460485.1;Parent=gene1537;Note=catalyzes the formation of glutamate from glutamine;Dbxref=Genbank:NP_460485.1,GeneID:1253043;gbkey=CDS;gene=yneH;product=glutaminase;protein_id=NP_460485.1;transl_table=11;strand=+
cds1487	gi|16763390|ref|NC_003197.1|	1603570	1603929	ID=cds1487;Name=NP_460486.1;Parent=gene1538;Dbxref=Genbank:NP_460486.1,GeneID:1253044;gbkey=CDS;gene=yneG;product=cytoplasmic protein;protein_id=NP_460486.1;transl_table=11;strand=+
cds1488	gi|16763390|ref|NC_003197.1|	1604153	1605100	ID=cds1488;Name=NP_460487.1;Parent=gene1539;Dbxref=Genbank:NP_460487.1,GeneID:1253045;gbkey=CDS;product=hypothetical protein;protein_id=NP_460487.1;transl_table=11;strand=+
cds1489	gi|16763390|ref|NC_003197.1|	1605156	1605698	ID=cds1489;Name=NP_460488.1;Parent=gene1540;Dbxref=Genbank:NP_460488.1,GeneID:1253046;gbkey=CDS;product=outer membrane protein;protein_id=NP_460488.1;transl_table=11;strand=-
cds1490	gi|16763390|ref|NC_003197.1|	1606415	1607533	ID=cds1490;Name=NP_460490.1;Parent=gene1541;Dbxref=Genbank:NP_460490.1,GeneID:1253048;gbkey=CDS;product=outer membrane protein;protein_id=NP_460490.1;transl_table=11;strand=+
cds1491	gi|16763390|ref|NC_003197.1|	1607674	1608015	ID=cds1491;Name=NP_460491.1;Parent=gene1542;Dbxref=Genbank:NP_460491.1,GeneID:1253049;gbkey=CDS;product=hydrogenase nickel incorporation protein HypA;protein_id=NP_460491.1;transl_table=11;strand=-
cds1492	gi|16763390|ref|NC_003197.1|	1608028	1608915	ID=cds1492;Name=NP_460492.1;Parent=gene1543;Dbxref=Genbank:NP_460492.1,GeneID:1253050;gbkey=CDS;product=dehydrogenase protein;protein_id=NP_460492.1;transl_table=11;strand=-
cds1493	gi|16763390|ref|NC_003197.1|	1608903	1609964	ID=cds1493;Name=NP_460493.1;Parent=gene1544;Dbxref=Genbank:NP_460493.1,GeneID:1253051;gbkey=CDS;product=hydrogenase;protein_id=NP_460493.1;transl_table=11;strand=-
cds1494	gi|16763390|ref|NC_003197.1|	1609982	1610392	ID=cds1494;Name=NP_460494.1;Parent=gene1545;Dbxref=Genbank:NP_460494.1,GeneID:1253052;gbkey=CDS;product=hydrogenase expression%2Fformation protein;protein_id=NP_460494.1;transl_table=11;strand=-
cds1495	gi|16763390|ref|NC_003197.1|	1610389	1610688	ID=cds1495;Name=NP_460495.1;Parent=gene1546;Dbxref=Genbank:NP_460495.1,GeneID:1253053;gbkey=CDS;product=hydrogenase protein;protein_id=NP_460495.1;transl_table=11;strand=-
cds1496	gi|16763390|ref|NC_003197.1|	1610688	1611296	ID=cds1496;Name=NP_460496.1;Parent=gene1547;Note=processing of HyaA and HyaB proteins;Dbxref=Genbank:NP_460496.1,GeneID:1253054;gbkey=CDS;product=hydrogenase maturation protease;protein_id=NP_460496.1;transl_table=11;strand=-
cds1497	gi|16763390|ref|NC_003197.1|	1611302	1612045	ID=cds1497;Name=NP_460497.1;Parent=gene1548;Dbxref=Genbank:NP_460497.1,GeneID:1253055;gbkey=CDS;product=Ni%2FFe hydrogenase 1 b-type cytochrome subunit;protein_id=NP_460497.1;transl_table=11;strand=-
cds1498	gi|16763390|ref|NC_003197.1|	1611996	1613798	ID=cds1498;Name=NP_460498.1;Parent=gene1549;Dbxref=Genbank:NP_460498.1,GeneID:1253056;gbkey=CDS;product=hydrogenase-1 large subunit;protein_id=NP_460498.1;transl_table=11;strand=-
cds1499	gi|16763390|ref|NC_003197.1|	1613801	1614904	ID=cds1499;Name=NP_460499.1;Parent=gene1550;Dbxref=Genbank:NP_460499.1,GeneID:1253057;gbkey=CDS;product=hydrogenase-1 small subunit;protein_id=NP_460499.1;transl_table=11;strand=-
cds1500	gi|16763390|ref|NC_003197.1|	1615333	1616424	ID=cds1500;Name=NP_460500.1;Parent=gene1551;Dbxref=Genbank:NP_460500.1,GeneID:1253058;gbkey=CDS;product=hydrolase;protein_id=NP_460500.1;transl_table=11;strand=+
cds1501	gi|16763390|ref|NC_003197.1|	1616470	1617261	ID=cds1501;Name=NP_460501.1;Parent=gene1552;Dbxref=Genbank:NP_460501.1,GeneID:1253059;gbkey=CDS;product=GntR family regulatory protein;protein_id=NP_460501.1;transl_table=11;strand=+
cds1502	gi|16763390|ref|NC_003197.1|	1617320	1618345	ID=cds1502;Name=NP_460502.1;Parent=gene1553;Dbxref=Genbank:NP_460502.1,GeneID:1253060;gbkey=CDS;product=zinc-binding dehydrogenase;protein_id=NP_460502.1;transl_table=11;strand=-
cds1503	gi|16763390|ref|NC_003197.1|	1618320	1619606	ID=cds1503;Name=NP_460503.1;Parent=gene1554;Dbxref=Genbank:NP_460503.1,GeneID:1253061;gbkey=CDS;product=transporter;protein_id=NP_460503.1;transl_table=11;strand=-
cds1504	gi|16763390|ref|NC_003197.1|	1619783	1621339	ID=cds1504;Name=NP_460504.1;Parent=gene1555;Dbxref=Genbank:NP_460504.1,GeneID:1253062;gbkey=CDS;gene=pqaA;product=PhoPQ-regulated protein;protein_id=NP_460504.1;transl_table=11;strand=-
cds1505	gi|16763390|ref|NC_003197.1|	1621409	1622650	ID=cds1505;Name=NP_460505.1;Parent=gene1556;Dbxref=Genbank:NP_460505.1,GeneID:1253063;gbkey=CDS;product=multidrug efflux protein;protein_id=NP_460505.1;transl_table=11;strand=-
cds1506	gi|16763390|ref|NC_003197.1|	1622640	1624148	ID=cds1506;Name=NP_460506.1;Parent=gene1557;Dbxref=Genbank:NP_460506.1,GeneID:1253064;gbkey=CDS;product=hypothetical protein;protein_id=NP_460506.1;transl_table=11;strand=-
cds1507	gi|16763390|ref|NC_003197.1|	1624193	1624681	ID=cds1507;Name=NP_460507.1;Parent=gene1558;Note=marR-family;Dbxref=Genbank:NP_460507.1,GeneID:1253065;gbkey=CDS;product=MarR family transcriptional regulator;protein_id=NP_460507.1;transl_table=11;strand=+
cds1508	gi|16763390|ref|NC_003197.1|	1624874	1625953	ID=cds1508;Name=NP_460508.2;Parent=gene1559;Dbxref=Genbank:NP_460508.2,GeneID:1253066;gbkey=CDS;product=S-adenosylmethionine%2FtRNA-ribosyltransferase-isomerase;protein_id=NP_460508.2;transl_table=11;strand=+
cds1509	gi|16763390|ref|NC_003197.1|	1626005	1626394	ID=cds1509;Name=NP_460509.1;Parent=gene1560;Dbxref=Genbank:NP_460509.1,GeneID:1253067;gbkey=CDS;product=translation initiation inhibitor;protein_id=NP_460509.1;transl_table=11;strand=-
cds1510	gi|16763390|ref|NC_003197.1|	1626565	1626849	ID=cds1510;Name=NP_460510.1;Parent=gene1561;Dbxref=Genbank:NP_460510.1,GeneID:1253068;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460510.1;transl_table=11;strand=-
cds1511	gi|16763390|ref|NC_003197.1|	1626839	1627087	ID=cds1511;Name=NP_460511.1;Parent=gene1562;Dbxref=Genbank:NP_460511.1,GeneID:1253069;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460511.1;transl_table=11;strand=-
cds1512	gi|16763390|ref|NC_003197.1|	1627444	1627776	ID=cds1512;Name=NP_945161.1;Parent=gene1563;Dbxref=Genbank:NP_945161.1,GeneID:2673754;gbkey=CDS;product=hypothetical protein;protein_id=NP_945161.1;transl_table=11;strand=+
cds1513	gi|16763390|ref|NC_003197.1|	1627919	1628827	ID=cds1513;Name=NP_460512.1;Parent=gene1564;Dbxref=Genbank:NP_460512.1,GeneID:1253070;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460512.1;transl_table=11;strand=+
cds1514	gi|16763390|ref|NC_003197.1|	1629926	1630135	ID=cds1514;Name=YP_006892393.1;Parent=gene1566;Dbxref=Genbank:YP_006892393.1,GeneID:13865722;gbkey=CDS;product=hypothetical protein;protein_id=YP_006892393.1;transl_table=11;strand=-
cds1515	gi|16763390|ref|NC_003197.1|	1630405	1631871	ID=cds1515;Name=NP_460513.1;Parent=gene1567;Dbxref=Genbank:NP_460513.1,GeneID:1253072;gbkey=CDS;product=coiled-coil protein;protein_id=NP_460513.1;transl_table=11;strand=-
cds1516	gi|16763390|ref|NC_003197.1|	1632130	1633137	ID=cds1516;Name=NP_460514.1;Parent=gene1568;Dbxref=Genbank:NP_460514.1,GeneID:1253073;gbkey=CDS;product=transcriptional regulator;protein_id=NP_460514.1;transl_table=11;strand=+
cds1517	gi|16763390|ref|NC_003197.1|	1633281	1634732	ID=cds1517;Name=NP_460515.1;Parent=gene1569;Dbxref=Genbank:NP_460515.1,GeneID:1253074;gbkey=CDS;product=Na%2B%2FH%2B antiporter;protein_id=NP_460515.1;transl_table=11;strand=+
cds1518	gi|16763390|ref|NC_003197.1|	1634745	1635947	ID=cds1518;Name=NP_460516.1;Parent=gene1570;Dbxref=Genbank:NP_460516.1,GeneID:1253075;gbkey=CDS;product=aminotransferase;protein_id=NP_460516.1;transl_table=11;strand=+
cds1519	gi|16763390|ref|NC_003197.1|	1636060	1638135	ID=cds1519;Name=NP_460517.1;Parent=gene1571;Dbxref=Genbank:NP_460517.1,GeneID:1253076;gbkey=CDS;product=glycosyl hydrolase;protein_id=NP_460517.1;transl_table=11;strand=-
cds1520	gi|16763390|ref|NC_003197.1|	1638192	1640720	ID=cds1520;Name=NP_460518.1;Parent=gene1572;Dbxref=Genbank:NP_460518.1,GeneID:1253077;gbkey=CDS;product=glycosyl hydrolase;protein_id=NP_460518.1;transl_table=11;strand=-
cds1521	gi|16763390|ref|NC_003197.1|	1640717	1642501	ID=cds1521;Name=NP_460519.1;Parent=gene1573;Dbxref=Genbank:NP_460519.1,GeneID:1253078;gbkey=CDS;product=malto-oligosyltrehalose trehalohydrolase;protein_id=NP_460519.1;transl_table=11;strand=-
cds1522	gi|16763390|ref|NC_003197.1|	1642630	1643415	ID=cds1522;Name=NP_460520.1;Parent=gene1574;Note=outer membrane or secreted;Dbxref=Genbank:NP_460520.1,GeneID:1253079;gbkey=CDS;product=lipoprotein;protein_id=NP_460520.1;transl_table=11;strand=-
cds1523	gi|16763390|ref|NC_003197.1|	1643558	1643887	ID=cds1523;Name=NP_460521.1;Parent=gene1575;Dbxref=Genbank:NP_460521.1,GeneID:1253080;gbkey=CDS;gene=hdeB;product=acid stress chaperone HdeB;protein_id=NP_460521.1;transl_table=11;strand=-
cds1524	gi|16763390|ref|NC_003197.1|	1644237	1644668	ID=cds1524;Name=NP_460522.1;Parent=gene1576;Dbxref=Genbank:NP_460522.1,GeneID:1253081;gbkey=CDS;gene=osmC;product=peroxiredoxin OsmC;protein_id=NP_460522.1;transl_table=11;strand=-
cds1525	gi|16763390|ref|NC_003197.1|	1645181	1645396	ID=cds1525;Name=NP_460523.1;Parent=gene1577;Dbxref=Genbank:NP_460523.1,GeneID:1253082;gbkey=CDS;gene=yddX;product=biofilm-dependent modulation protein;protein_id=NP_460523.1;transl_table=11;strand=+
cds1526	gi|16763390|ref|NC_003197.1|	1645491	1645634	ID=cds1526;Name=NP_460524.1;Parent=gene1578;Note=protein D%3B stationary-phase-induced ribosome-associated%3B in Escherichia coli this protein becomes associated with the ribosome%3B expression increases during stationary phase;Dbxref=Genbank:NP_460524.1,GeneID:1253083;gbkey=CDS;gene=rpsV;product=30S ribosomal subunit S22;protein_id=NP_460524.1;transl_table=11;strand=+
cds1527	gi|16763390|ref|NC_003197.1|	1645811	1647508	ID=cds1527;Name=NP_460525.1;Parent=gene1579;Note=malic enzyme%3B oxaloacetate-decarboxylating%3B NAD-dependent%3B catalyzes the formation of pyruvate form malate;Dbxref=Genbank:NP_460525.1,GeneID:1253084;gbkey=CDS;gene=sfcA;product=malate dehydrogenase;protein_id=NP_460525.1;transl_table=11;strand=+
cds1528	gi|16763390|ref|NC_003197.1|	1647794	1648804	ID=cds1528;Name=NP_460526.1;Parent=gene1580;Dbxref=Genbank:NP_460526.1,GeneID:1253085;gbkey=CDS;gene=adhP;product=alcohol dehydrogenase;protein_id=NP_460526.1;transl_table=11;strand=+
cds1529	gi|16763390|ref|NC_003197.1|	1648895	1649551	ID=cds1529;Name=NP_460527.1;Parent=gene1581;Note=nitrate-inducible%2C cytochrome b556%28fdn%29 component of formate dehydrogenase;Dbxref=Genbank:NP_460527.1,GeneID:1253086;gbkey=CDS;gene=fdnI;product=formate dehydrogenase-N cytochrome B556 subunit gamma;protein_id=NP_460527.1;transl_table=11;strand=-
cds1530	gi|16763390|ref|NC_003197.1|	1649544	1650428	ID=cds1530;Name=NP_460528.1;Parent=gene1582;Dbxref=Genbank:NP_460528.1,GeneID:1253087;gbkey=CDS;gene=fdnH;product=formate dehydrogenase-N%2C Fe-S subunit beta;protein_id=NP_460528.1;transl_table=11;strand=-
cds1531	gi|16763390|ref|NC_003197.1|	1650442	1653489	ID=cds1531;Name=NP_460529.1;Parent=gene1583;Dbxref=Genbank:NP_460529.1,GeneID:1253088;gbkey=CDS;gene=fdnG;product=molybdopterin oxidoreductases;protein_id=NP_460529.1;transl_except=%28pos:complement%281652902..1652904%29%2Caa%3DOTHER%29;transl_table=11;strand=-
